id,현재가,전일비,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE,label
333,2650.8,50.887,2500.0,1103.066,41609.0,4.202,220353.862,7.261,3.75,0
334,9001.262,117.949,100.0,1225.586,13620.0,0.616,101747.604,-12.016,-18.25,2
335,36182.447,662.229,0.0,362.077,1000.0,0.0,59.662,,,2
336,6220.4,20.745,0.0,14.0,220.0,0.0,6171.463,,,0
337,1603.992,20.346,500.0,402.526,25084.0,2.337,107603.995,-1.781,-37.78,0
338,1331.0,0.0,500.0,623.0,46802.0,0.19,0.0,-3.19,-992.88,1
339,16979.559,387.407,0.0,1018.854,6000.0,0.0,97665.46,,,2
340,32976.136,81.709,5000.0,1978.568,6000.0,10.241,580.06,-19.856,-2.05,2
341,2215.433,44.583,500.0,610.153,27550.0,3.864,101576.731,13.263,13.9,0
342,11220.557,18.947,0.0,112.0,1000.0,0.0,1.226,,,2
343,6975.436,52.889,500.0,935.307,13406.0,3.838,14162.262,-6.855,-74.18,0
344,2810.415,46.256,500.0,688.306,24484.0,1.576,51841.892,-0.922,-113.07,0
345,3156.829,29.058,0.0,656.366,20797.771,0.11,113696.694,,,2
346,500.0,0.0,500.0,460.0,92016.0,0.59,0.0,-5.95,,1
347,8501.949,38.711,500.0,782.195,9200.0,0.764,4098.192,16.474,4.98,0
348,11321.971,45.345,0.0,1789.729,15810.0,0.973,168680.327,,,2
349,5500.957,23.501,0.0,88.0,1600.0,0.0,1928.938,,,0
350,1585.979,6.202,500.0,1939.108,122248.0,1.67,172844.468,-14.824,-18.11,2
351,10572.293,157.166,0.0,84.477,800.0,0.0,85.496,,,0
352,8382.531,330.844,500.0,465.787,5559.0,1.701,8299.954,-31.635,-5.63,0
353,3496.029,20.487,500.0,3174.743,90808.0,6.399,39701.943,3.862,8.29,2
354,9420.0,2.229,0.0,61.0,650.0,0.0,0.669,,,2
355,112621.637,1621.329,500.0,13948.499,12385.0,60.212,24227.992,24.331,7.31,2
356,1579.946,22.503,500.0,1323.389,83772.0,2.561,609141.534,49.373,2.04,0
357,6367.802,68.947,500.0,809.892,12713.0,2.6,224378.526,-39.068,-1.89,0
358,15572.817,0.0,0.0,156.111,1000.0,0.0,0.0,,,1
359,1817.379,3.735,100.0,837.317,46084.0,2.782,129335.869,8.263,11.81,0
360,21432.337,0.0,0.0,107.223,500.0,0.0,0.0,,,1
361,37398.446,309.591,500.0,747.969,2000.0,0.958,5110.62,29.4,,2
362,6600.629,57.316,5000.0,3943.377,59742.0,16.411,43440.871,-76.75,-0.21,2
363,12467.229,36.099,0.0,558.111,4480.0,0.2,26984.86,,,0
364,6565.433,55.697,0.0,33.0,500.0,0.0,57278.834,,,0
365,1747.025,9.102,200.0,1046.519,59900.0,1.654,1032190.348,34.254,6.54,2
366,18592.239,628.461,0.0,130.3,700.0,0.0,16083.089,,,2
367,15502.244,85.062,0.0,310.111,2000.0,0.0,24.851,,,0
368,1921.264,82.637,500.0,2140.87,111417.0,1.529,3659632.311,-39.207,-2.63,0
369,10518.947,163.313,0.0,15031.083,142900.0,0.475,448275.896,,,0
370,4015.101,130.456,500.0,962.1,23958.0,2.798,226106.383,5.126,6.47,0
371,2120.0,0.0,500.0,86.0,4079.0,3.73,0.0,-0.22,198.01,1
372,37012.718,35.009,500.0,33089.446,89400.0,37.996,128794.257,5.76,12.44,0
373,4511.586,14.93,0.0,2393.809,53050.0,0.0,274429.372,,,2
374,701.062,14.055,500.0,345.031,49161.0,2.139,692882.043,-9.345,-18.37,0
375,32066.242,2561.621,500.0,3207.624,10002.0,30.843,133865.399,12.086,13.36,0
376,4326.669,720.234,500.0,1777.225,41067.0,0.122,6762303.391,216.333,0.34,0
377,23917.88,1137.846,500.0,2228.928,9318.0,7.923,120477.104,4.764,27.46,0
378,6902.024,102.085,0.0,1325.516,19205.0,0.0,55244.059,-125.493,-3.0,2
379,25681.113,89.506,0.0,1399.714,5450.0,0.07,8161.705,,,0
380,1370.591,24.126,500.0,671.978,49045.0,0.55,2670741.796,85.665,2.35,2
381,5022.998,29.67,500.0,3181.687,63342.0,1.06,18967.047,34.172,3.8,2
382,10350.757,93.069,0.0,103.523,1000.0,0.0,17809.941,,,2
383,12142.089,20.14,5000.0,1214.209,10000.0,2.229,9290.399,9.088,,0
384,10288.923,115.612,0.0,1131.837,11000.0,0.0,4256872.211,,,0
385,11978.947,0.0,0.0,72.111,600.0,0.0,0.0,,,1
386,7269.86,51.255,500.0,1012.606,13932.0,1.896,28958.043,22.58,5.41,0
387,3676.342,4.215,5000.0,5146.879,140000.0,10.299,35208.431,4.426,,0
388,8743.313,62.229,0.0,261.889,3000.0,0.0,1797.711,,,2
389,6242.958,73.064,500.0,431.578,6908.0,1.942,61179.869,-2.46,-117.49,0
390,4164.285,6.272,500.0,485.111,11650.0,2.647,23865.305,17.348,3.72,0
391,17951.464,173.693,5000.0,2834.418,15789.0,5.25,5875.826,23.107,,2
392,6484.537,116.796,500.0,1026.83,15831.0,2.39,50875.917,1.444,41.94,2
393,13242.501,512.065,0.0,132.623,1000.0,0.0,14.471,,,0
394,11553.87,57.786,0.0,115.889,1000.0,0.0,378.874,,,2
395,9846.438,190.218,500.0,1279.821,13000.0,0.467,43339.18,8.051,10.51,0
396,2906.499,22.072,0.0,1191.265,40988.855,1.278,2108168.95,,,2
397,4444.569,57.944,5000.0,602.694,13564.0,2.878,12954.274,2.344,26.29,2
398,14643.897,654.398,500.0,5271.93,36000.0,6.522,3104896.034,1.075,85.81,0
399,43077.317,784.29,5000.0,12071.76,28024.0,15.527,149198.951,6.892,9.94,0
400,3763.691,65.767,500.0,1265.041,33610.793,5.771,215279.734,19.399,,0
401,35126.66,13.99,0.0,88.0,250.0,0.08,0.254,,,0
402,12262.889,30.455,500.0,940.812,7672.0,0.439,21674.792,,25.32,0
403,9251.46,50.8,500.0,1461.958,15800.0,2.924,44250.717,9.511,11.22,0
404,3413.829,66.31,500.0,583.543,17094.0,0.638,286589.617,-7.389,-25.66,0
405,4730.315,26.429,0.0,309.777,6550.0,0.0,52891.214,,,2
406,1823.34,156.307,500.0,3667.903,201174.0,3.378,6476269.692,65.119,1.58,0
407,22673.164,103.3,500.0,1702.487,7507.0,3.03,36497.259,11.277,6.04,0
408,276.808,4.083,100.0,830.425,300046.0,4.398,2747079.725,-2.638,-81.58,0
409,8486.276,161.818,500.0,1106.785,13042.0,4.154,26364.159,16.106,4.46,2
410,18078.128,758.529,500.0,1299.571,7190.0,3.592,599018.409,9.459,9.76,2
411,5685.813,161.989,500.0,2495.011,43884.0,2.57,399695.396,5.716,26.85,0
412,12441.385,177.623,1000.0,1258.139,10111.0,1.589,77847.11,27.042,8.74,0
413,8480.66,33.798,500.0,925.177,10910.0,55.64,1445.824,9.702,7.16,0
414,3887.646,42.911,5000.0,1147.85,29530.0,1.39,10001.844,7.805,4.44,0
415,11573.916,0.0,0.0,347.223,3000.0,0.0,0.0,,,1
416,14297.522,122.571,0.0,186.111,1300.0,1.565,1464.494,,,0
417,9426.807,107.697,0.0,28.111,300.0,0.0,279.497,,,0
418,22093.965,1149.692,500.0,10564.438,47816.0,6.64,612218.564,329.761,,2
419,2085.0,0.0,500.0,659.765,31643.703,0.09,0.0,-104.25,-6.48,1
420,21224.736,336.409,500.0,3835.453,18071.0,2.731,75804.218,37.565,5.66,0
421,12794.945,77.284,0.0,155.483,1216.718,0.267,1546.365,,,0
422,7829.303,26.27,0.0,133.892,1711.145,0.04,3364.399,,,0
423,65694.054,308.0,5000.0,1142.515,1740.0,32.088,480.224,4.886,7.51,0
424,11482.73,102.827,0.0,4339.977,37793.313,0.05,171810.775,,,0
425,4312.447,176.348,500.0,880.378,20421.0,2.63,469188.203,88.011,,2
426,10261.336,195.366,0.0,261.571,2550.0,0.021,65930.896,,,0
427,1013.111,2.003,1000.0,487.0,48061.0,15.107,39452.848,4.85,11.11,2
428,7613.094,113.654,500.0,1164.33,15297.0,42.672,85014.671,5.754,21.54,0
429,5915.54,15.817,0.0,125.746,2120.0,0.02,15039.901,,,0
430,2583.101,6.115,500.0,1394.606,53985.0,1.376,88281.196,8.849,12.09,0
431,4927.53,321.448,500.0,2085.283,42320.0,1.361,1724307.929,-35.449,-10.93,0
432,1435.887,112.894,500.0,497.11,34612.0,15.424,3407667.044,-8.203,-14.29,2
433,10575.0,1.672,0.0,106.0,1000.0,0.0,0.223,,,2
434,8472.814,149.415,500.0,789.17,9317.0,0.88,32328.636,-14.862,-44.99,0
435,2570.0,0.0,500.0,634.0,24650.0,1.69,0.0,16.69,17.62,1
436,746.892,9.885,500.0,768.892,102976.0,1.974,360263.4,5.297,10.39,0
437,5971.063,280.113,100.0,1581.379,26490.0,0.757,787779.664,39.807,7.4,0
438,11976.161,0.0,0.0,72.111,600.0,0.0,0.0,,,1
439,21123.974,398.286,0.0,646.606,3060.0,0.0,14828.891,,,0
440,8365.983,251.787,500.0,1756.785,21000.0,10.603,44951.707,6.214,4.29,0
441,6732.732,78.971,0.0,202.223,3000.0,0.0,5089.797,,,0
442,24104.154,523.864,100.0,3681.107,15272.0,0.326,155036.412,23.913,14.63,0
443,11461.367,161.491,500.0,1225.025,10690.0,0.103,44650.507,25.411,8.81,2
444,1382.195,16.7,500.0,1764.64,127670.0,3.053,494004.469,13.041,10.12,0
445,34204.564,1060.137,5000.0,723.98,2115.0,16.016,12437.93,3.514,,2
446,12778.446,75.501,0.0,20.111,160.0,0.0,544.923,,,0
447,14107.956,35.542,0.0,140.669,1000.0,0.0,1777.093,,,2
448,11681.602,14.404,0.0,140.0,1200.0,0.02,1865.949,,,0
449,11646.641,0.0,0.0,60.889,520.0,0.0,0.0,,,1
450,27617.507,1766.083,500.0,8797.268,31854.0,6.44,742167.695,3.579,49.67,0
451,2426.289,27.802,500.0,403.003,16622.0,3.757,44857.988,-25.812,-2.27,2
452,2114.6,35.157,500.0,486.92,23034.0,0.699,18650.454,-5.478,-6.97,2
453,11623.942,88.462,5000.0,84628.999,728061.0,39.551,846294.778,2.697,11.51,2
454,2110.0,0.0,500.0,2046.0,96951.0,1.03,0.0,-14.35,-16.23,1
455,3240.557,14.443,500.0,1811.334,55895.0,1.88,15472.741,7.401,7.41,0
456,12392.559,34.144,0.0,56.0,450.0,0.0,73.363,,,0
457,23967.321,3556.973,1000.0,2067.241,8625.0,1.453,4568332.645,-84.692,-3.83,0
458,3047.246,15.157,500.0,991.913,32553.0,1.314,91004.095,46.879,4.7,0
459,4170.763,64.81,500.0,786.041,18855.0,4.287,73668.51,4.411,21.45,0
460,6203.484,47.942,500.0,2585.393,41678.0,5.519,70722.409,16.323,,2
461,4815.065,248.424,500.0,1243.484,25826.0,0.95,484282.16,-11.2,-17.91,2
462,21849.3,160.599,500.0,6454.79,29544.0,2.279,70432.166,15.936,10.29,2
463,1127.314,59.945,0.0,50.969,4500.0,0.0,260251.531,,,0
464,5209.371,62.858,1000.0,2821.654,54167.0,1.521,63391.717,4.502,20.62,0
465,15300.235,151.994,0.0,78.366,510.0,0.0,166.216,,,0
466,4352.087,59.043,5000.0,5080.282,116739.0,7.733,150965.511,2.184,27.68,0
467,3824.443,1.115,5000.0,299.0,7827.0,0.109,8532.879,2.85,,2
468,6868.598,314.931,500.0,1073.957,15637.0,0.871,1476113.282,-11.278,-104.85,0
469,82797.162,1002.838,5000.0,58598.017,70773.0,20.676,129386.404,-27.012,-2.22,0
470,7957.677,112.323,0.0,123.223,1550.0,0.0,18651.723,,,0
471,20411.192,229.427,0.0,204.223,1000.0,0.0,1.111,,,0
472,4397.354,18.241,5000.0,2439.889,55481.0,0.74,20082.25,10.78,3.22,2
473,81782.563,244.89,5000.0,17992.164,22000.0,11.796,147281.287,14.635,14.48,2
474,309517.269,3705.638,5000.0,46595.068,15054.0,24.552,13495.533,8.506,9.26,0
475,404.94,15.509,500.0,322.606,79709.0,3.285,512859.976,-5.545,,0
476,12548.666,493.217,500.0,5059.243,40317.0,6.223,275392.716,-7.791,-14.18,2
477,4433.433,16.446,500.0,883.687,19930.0,0.44,26534.734,57.576,0.42,2
478,11296.543,149.586,0.0,96.111,850.0,0.0,12.4,,,0
479,40670.718,151.573,500.0,1423.606,3500.0,0.02,299.493,13.826,22.06,0
480,4523.916,68.313,500.0,489.892,10820.0,1.65,6524.066,-12.495,-7.22,0
481,95773.164,1094.017,500.0,11181.414,11675.0,70.263,13108.887,11.887,24.87,0
482,14942.858,26.233,500.0,649.143,4344.0,1.308,16853.032,311.31,0.67,2
483,10458.74,187.405,500.0,1960.762,18749.0,0.742,138034.081,-17.228,-19.94,0
484,22595.367,56.45,0.0,4165.665,18435.573,0.136,26047.356,,,0
485,4115.205,78.711,0.0,82.477,2000.0,0.0,6939.19,,,0
486,28615.929,1716.083,500.0,5481.509,19154.0,0.559,410507.899,117.761,28.35,2
487,71645.132,3512.312,500.0,56107.628,78313.0,6.469,163297.673,-40.254,-36.66,2
488,8197.804,31.67,0.0,262.366,3200.0,0.0,489.607,,,0
489,42842.084,2581.709,500.0,29970.57,69957.0,2.342,202218.875,43.319,9.78,2
490,9815.549,241.68,0.0,300.66,3066.256,0.114,307858.717,,,0
491,15748.431,52.347,0.0,167.0,1060.0,0.079,7644.027,,,2
492,6796.827,40.975,500.0,2469.874,36339.0,0.889,40641.844,20.47,13.94,0
493,2205.0,0.0,500.0,252.0,11444.0,1.35,0.0,-26.57,-14.93,1
494,70309.913,3099.384,1000.0,115629.474,164457.0,16.317,972802.823,78.554,7.06,2
495,12596.749,476.502,100.0,1432.009,11366.0,0.336,43744.794,39.865,12.21,0
496,43798.819,1293.092,1000.0,6381.023,14569.0,7.31,171908.135,11.909,11.07,2
497,2114.443,0.557,100.0,88.0,4160.0,0.13,9601.497,234.938,0.46,2
498,10258.405,180.496,0.0,72.111,700.0,0.0,241.26,,,0
499,18391.794,497.061,500.0,2468.736,13423.0,2.601,72048.68,41.331,3.61,0
500,2015.0,0.0,100.0,196.0,9730.0,0.0,19615.352,-47.98,,1
501,7485.804,64.72,0.0,541.937,7240.0,0.425,8343.884,,,2
502,38975.693,1592.873,500.0,10324.931,26490.0,10.997,226464.703,-23.624,,2
503,8183.597,41.46,500.0,880.248,10754.0,1.009,78024.401,-8.114,-16.13,2
504,5257.316,16.027,500.0,825.463,15703.0,1.152,20470.694,5.157,8.76,0
505,1082.146,7.927,500.0,415.763,38429.0,4.23,174613.599,360.716,7.27,2
506,24252.665,1019.383,2500.0,5537.963,22835.0,8.614,272447.812,18.43,14.45,2
507,2205.019,21.376,100.0,118.906,5408.0,1.4,7677.958,200.455,0.63,2
508,26309.727,796.154,1000.0,1709.918,6500.0,10.17,30267.116,27.634,1.04,0
509,11270.8,52.574,500.0,1078.08,9567.0,0.689,4831.143,-14.378,-3.37,0
510,3117.511,43.625,100.0,2197.075,70473.0,6.484,393350.933,26.195,7.83,2
511,2580.975,23.468,500.0,604.561,23407.0,1.386,48402.437,28.681,3.19,0
512,22399.865,938.719,500.0,1074.089,4797.0,0.336,480859.258,14.823,43.36,2
513,8299.703,30.328,0.0,66.366,800.0,0.0,121.443,,,0
514,26889.163,1217.18,1000.0,4326.378,16089.0,4.014,1422169.01,119.507,0.76,0
515,31762.718,37.282,500.0,2890.272,9100.0,3.951,9238.301,20.758,9.47,0
516,4099.021,102.109,100.0,971.647,23700.0,0.509,75386.443,7.747,19.86,0
517,42573.864,12.718,5000.0,2128.955,5000.0,3.88,2772.221,3.044,14.51,2
518,18646.493,51.882,0.0,98.0,525.0,0.0,10.509,,,0
519,7390.691,178.226,500.0,945.769,12800.0,2.203,31516.019,-13.058,-4.21,0
520,14537.907,133.454,500.0,4668.975,32116.0,6.963,230515.415,24.032,25.82,2
521,34751.881,881.401,500.0,5129.186,14760.0,5.447,109532.494,11.344,18.29,0
522,2120.0,0.0,100.0,124.0,5840.0,0.01,0.0,235.56,0.86,1
523,96813.478,337.998,0.0,6566.272,6782.31,0.0,517.187,,,2
524,1876.857,5.143,500.0,347.143,18506.0,6.772,49421.679,8.125,7.46,0
525,12311.21,443.531,500.0,1071.156,8701.0,1.803,144686.652,11.219,12.03,2
526,19486.474,824.672,500.0,4493.673,23059.0,10.053,193254.824,5.793,36.47,0
527,7818.4,24.944,1000.0,1605.68,20535.0,3.426,12079.175,-3.16,-10.95,0
528,18686.827,14.773,500.0,3898.365,20862.0,11.0,6008.205,7.039,13.66,2
529,51330.328,352.618,2500.0,2571.516,5010.0,5.311,3490.203,239.861,0.2,2
530,2954.889,120.126,500.0,3741.981,126632.0,2.664,4011179.424,20.807,10.08,0
531,8374.004,38.256,500.0,1966.389,23480.0,4.451,44038.142,2.986,13.14,0
532,1601.331,5.675,500.0,559.237,34904.0,0.039,25919.344,3.027,,0
533,4843.744,33.485,500.0,57.0,1169.0,1.798,442.742,-6.708,,0
534,16370.328,1162.025,500.0,1833.196,11200.0,0.629,425474.813,-202.103,-2.53,0
535,67836.274,747.419,500.0,20390.771,30058.0,8.723,61288.931,40.283,7.52,2
536,1708.919,54.994,500.0,447.563,26185.0,1.066,393370.22,-0.846,-65.85,0
537,1005.421,14.802,100.0,331.718,33000.0,1.68,52469.4,-3.644,-24.84,0
538,72301.312,560.383,0.0,2563.507,3545.542,0.794,43116.384,,,2
539,141787.455,1211.286,5000.0,9215.867,6500.0,6.311,24251.815,-6.183,-7.66,2
540,34933.436,205.573,500.0,6008.684,17200.0,10.567,184855.943,5.986,17.43,0
541,11608.704,102.983,0.0,64.111,550.0,0.0,142.035,,,0
542,3202.118,213.439,100.0,592.201,18499.0,4.171,1042585.237,33.356,8.08,0
543,670.982,8.202,500.0,369.554,55057.0,1.226,182013.089,-167.746,-0.78,2
544,3747.544,15.8,500.0,1171.763,31258.0,3.232,68543.532,13.53,7.77,0
545,15826.875,308.143,5000.0,101380.887,640561.0,12.538,5308156.322,-12.695,-11.7,2
546,11039.156,86.889,500.0,1042.55,9445.0,14.849,58784.223,14.583,16.05,0
547,18922.317,439.035,500.0,3405.484,17999.0,0.892,41458.62,47.069,3.02,2
548,12634.567,101.255,500.0,1751.868,13864.0,3.809,10348.697,9.079,11.64,2
549,4952.434,151.993,500.0,1119.076,22594.0,1.197,330997.973,-40.264,-3.92,0
550,23009.418,342.7,5000.0,529.077,2298.0,2.711,8434.219,7.346,6.53,2
551,7199.829,63.173,500.0,3599.915,50000.0,8.278,80948.0,9.09,24.29,2
552,50177.771,0.0,0.0,3010.889,6000.0,0.0,0.0,,,1
553,24999.3,79.436,100.0,5609.212,22437.0,4.99,11971.514,4.89,17.66,0
554,22148.754,479.109,1000.0,4914.837,22190.0,5.247,51673.782,6.989,11.47,0
555,4645.477,233.408,500.0,592.089,12746.0,0.343,218773.138,-84.463,-2.58,0
556,145760.693,1246.598,5000.0,3154.754,2165.0,4.418,1578.299,3.799,8.89,0
557,4266.2,54.388,500.0,1020.097,23909.0,2.555,83173.575,7.381,12.93,0
558,3069.53,18.241,500.0,340.397,11090.0,2.347,63231.838,33.73,2.11,0
559,10605.269,185.876,0.0,318.289,3000.0,0.0,33353.629,,,0
560,14556.992,200.315,0.0,261.557,1796.0,0.122,3529.312,,,0
561,10143.374,98.885,0.0,101.111,1000.0,0.0,277.841,,,0
562,6154.353,72.951,500.0,842.787,13692.0,3.178,32195.257,24.134,6.49,0
563,2980.173,32.614,500.0,193.589,6500.0,5.27,4026.515,-11.16,,0
564,5611.22,36.376,500.0,72.746,1302.0,0.867,1679.924,3.59,,0
565,2904.074,70.369,500.0,725.149,24959.0,1.789,335610.595,-44.681,-1.72,0
566,52862.817,146.13,0.0,129.0,244.0,0.0,6.54,,,0
567,21599.201,342.624,0.0,1079.766,5000.0,0.0,11365.229,,,0
568,5312.072,37.402,0.0,64.0,1200.0,0.0,500.125,,,0
569,10309.95,116.272,0.0,1031.185,10000.0,0.0,2654302.344,,,0
570,10611.46,80.243,0.0,85.0,800.0,0.0,1017.142,,,0
571,23002.6,364.581,500.0,3418.207,14858.0,4.716,91353.641,56.935,4.23,0
572,6288.045,95.822,500.0,1531.201,24351.0,0.292,228768.175,10.567,24.75,0
573,1863.823,6.636,0.0,3198.122,171588.0,13.881,995021.814,-7.225,-9.2,2
574,3624.631,76.484,100.0,977.849,26980.0,1.47,93761.74,-48.329,-6.39,0
575,32289.317,1356.035,1000.0,2131.139,6600.0,3.987,713515.163,14.704,4.35,0
576,8855.603,128.855,0.0,177.334,2000.0,0.0,2.0,,,0
577,8556.678,240.102,500.0,6845.342,80000.0,3.709,1326828.332,17.568,3.42,0
578,4087.677,69.567,500.0,539.024,13195.0,7.546,75622.27,24.476,4.16,0
579,13735.501,121.217,0.0,219.857,1600.0,0.0,12597.372,,,0
580,6364.274,201.298,500.0,3618.29,56849.0,0.897,224241.962,31.195,7.09,0
581,23290.908,553.673,500.0,1470.932,6314.0,14.252,62753.228,40.934,6.71,0
582,5691.214,890.271,1000.0,1047.191,18400.0,0.402,9183999.721,28.174,4.73,0
583,53676.617,523.999,500.0,12207.033,22741.0,9.308,154104.816,20.296,28.1,0
584,41526.291,396.154,5000.0,4650.821,11200.0,12.884,91615.986,7.674,17.27,0
585,11570.557,0.0,0.0,69.0,600.0,0.0,22.56,,,1
586,32214.529,1248.273,500.0,1894.095,5879.0,2.806,38175.44,-5.421,-50.78,2
587,13201.392,100.339,0.0,1053.718,7980.0,0.044,47455.351,,,2
588,6526.777,418.346,0.0,65.066,1000.0,0.0,2.254,,,0
589,2175.4,7.944,500.0,3126.306,143708.0,1.349,161408.498,3.58,25.2,0
590,10472.749,110.628,0.0,8220.912,78499.384,0.398,12996261.481,,,2
591,166864.818,162.018,500.0,62574.251,37500.0,47.513,57341.436,5.256,18.78,2
592,1461.424,38.792,500.0,702.895,48103.0,6.795,714380.857,4.427,18.99,0
593,9783.344,24.489,500.0,1369.446,14000.0,0.651,18718.734,-11.204,-14.62,0
594,6273.885,28.344,0.0,44.0,700.0,0.0,516.119,,,2
595,6458.015,81.084,500.0,710.31,10996.0,6.083,31387.228,9.862,10.83,0
596,119800.0,0.0,5000.0,28572.0,23849.0,18.94,0.0,3.25,25.21,1
597,39194.427,250.0,500.0,14073.994,35909.0,15.396,29640.76,18.238,6.98,0
598,5102.718,37.176,500.0,3944.666,77300.0,0.299,89821.501,,,2
599,7766.858,115.371,1000.0,5556.769,71544.0,2.528,265226.051,-12.37,-18.7,0
600,6116.656,70.0,500.0,753.554,12323.0,4.881,13068.711,8.816,9.61,2
601,147941.128,174.564,200.0,837.523,566.0,1.009,250.347,10.058,,2
602,2868.501,52.629,500.0,444.589,15508.0,3.162,113916.921,7.879,5.2,0
603,3558.258,12.701,1000.0,715.652,20100.0,0.54,9223.627,43.369,0.69,2
604,2490.0,0.0,500.0,477.0,19162.0,1.51,0.0,-9.69,-20.57,1
605,5990.031,55.542,500.0,437.669,7300.0,1.311,9632.786,18.661,5.52,0
606,27068.991,174.564,1000.0,3600.025,13300.0,1.013,11617.657,3.417,26.59,2
607,10977.915,55.778,100.0,207.031,1889.0,0.04,274.374,-42.384,,2
608,2109.6,14.6,100.0,86.889,4105.0,0.01,10925.421,111.031,,2
609,1706.661,7.788,500.0,1259.707,73824.0,2.637,194310.055,20.076,6.59,0
610,380954.542,2065.996,5000.0,29290.5,7689.0,63.861,26861.647,16.159,,2
611,22160.779,1490.311,0.0,553.988,2500.0,0.0,138676.754,,,2
612,5027.173,139.515,100.0,951.323,18927.0,4.23,85502.987,-20.439,,0
613,1680.438,29.457,500.0,389.923,23200.0,1.927,110956.959,-38.189,-1.91,0
614,8100.096,194.454,500.0,845.01,10429.0,4.265,89787.035,-192.856,-1.32,0
615,52008.197,191.556,0.0,143.889,276.0,0.0,2.509,,,2
616,45615.864,316.48,5000.0,78410.286,171893.0,24.614,1234393.212,24.469,4.21,0
617,10037.162,417.224,500.0,2007.432,20000.0,39.646,761572.62,11.043,3.52,2
618,3652.214,6.115,500.0,1273.108,34869.0,2.136,47041.549,6.376,10.63,2
619,2243.031,16.412,500.0,781.592,34845.0,5.864,131839.701,15.468,7.12,0
620,11552.229,41.145,0.0,2148.446,18600.0,0.01,89743.581,,,0
621,8225.103,43.829,0.0,39.366,480.0,0.0,3906.216,,,0
622,7805.005,242.827,500.0,923.058,11829.0,1.594,919988.134,61.457,1.58,0
623,3546.914,11.986,500.0,1401.02,39506.0,2.119,33116.564,0.661,70.57,0
624,2665.415,66.844,0.0,80.223,3000.0,0.0,56364.607,,,0
625,2087.804,23.641,500.0,755.756,36212.0,1.792,23093.3,23.726,2.67,0
626,4114.161,54.183,100.0,1097.898,26690.0,1.661,99819.524,-29.813,-4.69,0
627,2075.715,6.272,100.0,106.0,5120.0,0.01,2698.477,115.32,0.89,2
628,10372.293,129.936,0.0,393.923,3800.0,0.371,22899.79,,,0
629,22381.144,830.001,500.0,2726.96,12184.0,1.867,42802.706,10.614,11.23,0
630,43400.154,438.855,500.0,4349.015,10020.0,36.881,13480.473,10.362,17.5,0
631,8587.12,138.987,500.0,752.667,8767.0,3.45,124595.226,-24.89,-10.75,2
632,10514.427,36.656,500.0,1682.108,16000.0,3.21,4762.667,11.853,2.55,2
633,14304.732,125.841,0.0,349.08,2440.0,0.31,1575.595,,,0
634,17788.708,460.316,0.0,355.749,2000.0,0.0,16420.601,,,0
635,4923.02,99.15,500.0,899.447,18274.0,2.731,86229.021,-22.792,-5.48,2
636,9584.129,427.504,500.0,2317.422,24181.0,1.552,157911.685,34.231,7.46,2
637,3845.8,27.544,500.0,455.826,11847.0,4.18,81249.67,26.344,3.63,0
638,20262.74,214.674,0.0,202.889,1000.0,0.0,1.892,,,2
639,9493.415,20.103,0.0,47.254,500.0,0.0,15.289,,,2
640,21713.418,44.427,2500.0,1279.805,5895.0,16.879,5595.625,5.293,6.28,2
641,94709.745,274.872,500.0,33619.777,35497.0,44.668,264994.853,49.819,24.67,2
642,6271.744,50.629,500.0,931.206,14847.0,2.01,5745.338,11.593,2.89,2
643,25309.418,131.709,5000.0,534.188,2112.0,5.341,1239.836,2.628,,2
644,117645.673,1024.307,5000.0,1468.979,1248.0,14.17,4890.752,7.029,,2
645,949.049,3.049,100.0,514.397,54187.0,2.409,74435.812,10.663,10.62,2
646,7472.749,23.204,500.0,1001.864,13403.0,9.423,10114.616,-30.252,-6.45,2
647,6202.482,172.482,500.0,744.168,12000.0,2.853,61930.295,10.691,8.01,2
648,3485.786,38.015,500.0,547.126,15698.0,1.758,66301.875,1742.893,0.07,2
649,20368.991,47.727,5000.0,59.634,292.0,0.0,89.463,35.734,,0
650,3245.472,5.487,500.0,383.063,11800.0,2.693,24075.145,-3.262,-13.47,2
651,11279.371,10.66,1000.0,3477.811,30833.0,2.82,4981.983,3.882,6.4,2
652,5039.86,29.025,500.0,1260.226,25000.0,0.883,12991.995,88.421,0.55,0
653,11081.744,38.493,5000.0,48384.529,436611.0,39.096,339049.152,7.293,8.37,0
654,10208.728,1.829,0.0,1535.746,15040.0,0.01,20386.699,,,0
655,10463.619,102.511,0.0,73.111,700.0,0.0,11.14,,,0
656,149702.325,1287.146,500.0,13890.735,9279.0,12.007,27458.95,11.724,9.11,0
657,26098.251,294.055,0.0,260.777,1000.0,0.0,153.053,,,2
658,10271.306,366.879,500.0,863.099,8401.653,1.128,171369.519,,-37.23,2
659,7519.531,370.708,500.0,2740.484,36445.0,7.418,299874.325,-250.649,-0.9,2
660,4343.275,18.973,500.0,4404.53,101414.0,0.061,19042.891,,,0
661,7229.489,118.313,0.0,123.223,1700.0,0.0,732.765,,,0
662,28182.755,283.063,500.0,5326.913,18901.0,13.2,45115.157,17.536,5.32,2
663,5226.084,97.802,0.0,52.0,1000.0,0.0,9.47,,,2
664,8855.957,18.516,0.0,4872.278,55017.833,0.319,55145.9,,,0
